# P-values	0.001	0.0005	0.0001
AHR_HUMAN.H11MO.0.B	3.3775000000000004	3.9836850000000004	5.25972
AIRE_HUMAN.H11MO.0.C	5.64711	6.369009999999999	7.849410000000001
ALX1_HUMAN.H11MO.0.B	5.600009999999999	6.364215	7.75592
ALX3_HUMAN.H11MO.0.D	4.704079999999999	5.880364999999999	8.139769999999999
ALX4_HUMAN.H11MO.0.D	-0.47022	1.48191	5.282775
ANDR_HUMAN.H11MO.0.A	5.40531	6.333959999999999	8.27016
ANDR_HUMAN.H11MO.1.A	4.59016	5.53491	7.47946
ANDR_HUMAN.H11MO.2.A	5.623315	6.4930699999999995	7.874385
AP2A_HUMAN.H11MO.0.A	4.2035599999999995	5.399509999999999	7.709960000000001
AP2B_HUMAN.H11MO.0.B	4.229699999999999	4.929755	6.3264
AP2C_HUMAN.H11MO.0.A	3.55351	4.74596	7.15906
AP2D_HUMAN.H11MO.0.D	3.1625199999999998	3.88631	5.38938
ARI3A_HUMAN.H11MO.0.D	5.746309999999999	6.75216	8.85931
ARI5B_HUMAN.H11MO.0.C	5.153625	5.72681	6.88597
ARNT2_HUMAN.H11MO.0.D	4.137815	4.7582699999999996	6.011915
ARNT_HUMAN.H11MO.0.B	3.084425	3.7737999999999996	5.68522
ARX_HUMAN.H11MO.0.D	3.58586	4.95613	7.73794
ASCL1_HUMAN.H11MO.0.A	3.95131	4.99941	7.40671
ASCL2_HUMAN.H11MO.0.D	4.15126	5.14156	7.728999999999999
ATF1_HUMAN.H11MO.0.B	4.35877	5.04232	6.300285
ATF2_HUMAN.H11MO.0.B	4.5273	5.4010549999999995	7.162715
ATF2_HUMAN.H11MO.1.B	-1.4510399999999999	0.34185999999999994	4.19651
ATF2_HUMAN.H11MO.2.C	-0.035320000000000004	1.00691	4.28451
ATF3_HUMAN.H11MO.0.A	3.7810750000000004	4.589980000000001	6.147494999999999
ATF4_HUMAN.H11MO.0.A	2.69043	4.2463999999999995	6.90517
ATF6A_HUMAN.H11MO.0.B	3.07294	3.9422949999999997	5.72504
ATF7_HUMAN.H11MO.0.D	-3.41124	-1.59409	2.090675
ATOH1_HUMAN.H11MO.0.B	4.103135	5.179365	7.792755
BACH1_HUMAN.H11MO.0.A	3.3833599999999997	4.45656	6.678415
BACH2_HUMAN.H11MO.0.A	4.3408549999999995	5.36509	7.42235
BARH1_HUMAN.H11MO.0.D	4.537215	5.642025	7.847345000000001
BARH2_HUMAN.H11MO.0.D	4.48876	5.6147100000000005	7.964460000000001
BARX1_HUMAN.H11MO.0.D	6.000005	6.774345	8.319975
BARX2_HUMAN.H11MO.0.D	5.65895	6.349	7.53434
BATF3_HUMAN.H11MO.0.B	5.387359999999999	6.28326	8.11431
BATF_HUMAN.H11MO.0.A	5.16881	6.118510000000001	8.04386
BATF_HUMAN.H11MO.1.A	5.087395	6.005205	7.932855
BC11A_HUMAN.H11MO.0.A	5.72026	6.528309999999999	8.20076
BCL6B_HUMAN.H11MO.0.D	3.639105	4.514785	6.79574
BCL6_HUMAN.H11MO.0.A	5.35816	6.239965	8.04784
BHA15_HUMAN.H11MO.0.B	3.974375	5.08437	7.289
BHE22_HUMAN.H11MO.0.D	0.645765	2.5764050000000003	5.64242
BHE23_HUMAN.H11MO.0.D	5.2767599999999995	5.808865	6.843870000000001
BHE40_HUMAN.H11MO.0.A	3.5601650000000005	4.4435649999999995	6.05724
BHE41_HUMAN.H11MO.0.D	4.20561	4.9848099999999995	6.6135600000000005
BMAL1_HUMAN.H11MO.0.A	3.960135	4.810655	6.480145
BPTF_HUMAN.H11MO.0.D	5.8113399999999995	6.3795850000000005	7.4586749999999995
BRAC_HUMAN.H11MO.0.A	5.10091	5.93521	7.654960000000001
BRAC_HUMAN.H11MO.1.B	5.503475	6.331799999999999	7.87251
BRCA1_HUMAN.H11MO.0.D	5.37613	5.996	7.243515
BSH_HUMAN.H11MO.0.D	5.70596	6.481310000000001	7.9645600000000005
CDC5L_HUMAN.H11MO.0.D	5.31386	5.94516	7.27229
CDX1_HUMAN.H11MO.0.C	5.4783	5.931900000000001	6.798299999999999
CDX2_HUMAN.H11MO.0.A	5.6422799999999995	6.439674999999999	8.029655
CEBPA_HUMAN.H11MO.0.A	4.886215	6.15834	8.22461
CEBPB_HUMAN.H11MO.0.A	4.31214	5.663345	8.166715
CEBPD_HUMAN.H11MO.0.C	5.262345	6.037519999999999	7.59178
CEBPE_HUMAN.H11MO.0.A	5.429615	6.236175	7.663335
CEBPG_HUMAN.H11MO.0.B	3.951815	5.18082	7.561405000000001
CEBPZ_HUMAN.H11MO.0.D	4.8097449999999995	5.6819500000000005	7.7110899999999996
CENPB_HUMAN.H11MO.0.D	-1.8460900000000002	-0.50389	2.30651
CLOCK_HUMAN.H11MO.0.C	4.72441	5.3209599999999995	6.53251
COE1_HUMAN.H11MO.0.A	4.05181	5.21446	7.596660000000001
COT1_HUMAN.H11MO.0.C	4.46536	5.41076	7.341660000000001
COT1_HUMAN.H11MO.1.C	4.68411	5.66151	7.5910150000000005
COT2_HUMAN.H11MO.0.A	5.10141	6.04226	7.900925
COT2_HUMAN.H11MO.1.A	5.00681	5.86721	7.625910000000001
CPEB1_HUMAN.H11MO.0.D	3.77611	5.26266	8.366710000000001
CR3L1_HUMAN.H11MO.0.D	-8.41383	-6.59264	-0.8315299999999999
CR3L2_HUMAN.H11MO.0.D	1.44321	2.5145099999999996	4.72487
CREB1_HUMAN.H11MO.0.A	4.136895	4.956785	6.48309
CREB3_HUMAN.H11MO.0.D	1.728175	2.7835650000000003	5.0398499999999995
CREB5_HUMAN.H11MO.0.D	-0.6885749999999999	0.840625	3.9113249999999997
CREM_HUMAN.H11MO.0.C	4.25071	5.021565000000001	6.6308050000000005
CRX_HUMAN.H11MO.0.B	5.345415	6.18086	7.862315000000001
CTCFL_HUMAN.H11MO.0.A	1.36056	2.54331	5.03096
CTCF_HUMAN.H11MO.0.A	0.47931	1.83026	4.671659999999999
CUX1_HUMAN.H11MO.0.C	4.8174600000000005	5.5183599999999995	6.857010000000001
CUX2_HUMAN.H11MO.0.D	5.733105	6.423265	7.8213550000000005
